title,category,telephone,address,roadAddress,mapx,mapy,description,link
모미락 계산점,일식>돈가스,032-551-2825,인천광역시 계양구 용종동 210-1,인천광역시 계양구 오조산로89번길 9 태영프라즈 제1층 제101호 모미락,288632,549266,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
이마트24 조선대체대점,"생활,편의>편의점",062-223-1241,광주광역시 동구 서석동 375,광주광역시 동구 필문대로 309,303117,283194,,http://www.emart24.co.kr
,,,,,,,,
하우스터디 대구대곡 스터디카페,"서비스,산업>장소대여",,대구광역시 달서구 대곡동 1080,대구광역시 달서구 갈밭로 16 남도타워 7층,448271,355896,,http://blog.naver.com/nyk0413n
,,,,,,,,
쑤기네,"전통식품>떡,한과",,대전광역시 서구 괴정동 69-12,대전광역시 서구 괴정로54번길 28 1층,344649,415626,,http://instagram.com/ssugine1
청라 제임스권영어학원,어학원>영어학원,032-561-6551,인천광역시 서구 청라동 162-14,인천광역시 서구 중봉대로 588 청라센트럴프라자 8층 청라 제임스권영어학원,280904,548628,,
,,,,,,,,
삼성척재활의학과의원,"병원,의원>정형외과",02-902-7589,서울특별시 도봉구 창동 135-15,서울특별시 도봉구 노해로63길 84-3 동선빌딩 3층,316106,561588,,http://sschuk.com
노브랜드 대구학정점,"쇼핑,유통>슈퍼,마트",053-312-3399,대구광역시 북구 학정동 283-2,대구광역시 북구 학정로 535,451170,372636,,
,,,,,,,,
,,,,,,,,
더달달 양원점,"쇼핑,유통>가공식품",,서울특별시 중랑구 망우동 127-3,서울특별시 중랑구 양원역로 14,321465,555873,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
도깨비한끼뚝딱밥집,음식점>한식,,경기도 부천시 역곡동 111-2,경기도 부천시 역곡로14번길 42,295282,543430,,
,,,,,,,,
라라코스트 죽곡점,음식점>패밀리레스토랑,053-585-3230,대구광역시 달성군 다사읍 매곡리 1548-3,대구광역시 달성군 다사읍 대실역북로1길 5-5,442282,362133,,https://www.raracost.com
,,,,,,,,
다모아점핑,"스포츠,오락>스포츠시설",,경기도 포천시 선단동 460-19,경기도 포천시 삼육사로 2221 경복상가 2층,326498,583609,,
,,,,,,,,
하나로축산물센터 침산점,"쇼핑,유통>정육점",,대구광역시 북구 침산동 10-1,대구광역시 북구 침산남로44길 47,454209,365128,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
작심스터디카페 부산기장점,음식점>스터디카페,051-722-0910,부산광역시 기장군 기장읍 동부리 152-3,부산광역시 기장군 기장읍 차성로344번길 34 2층,510837,295013,,http://studycafe.zaksim.co.kr/study/event/contentsIntro.jsp
,,,,,,,,
,,,,,,,,
마루스터디카페,"서비스,산업>장소대여",,서울특별시 영등포구 신길동 355-497 2층,서울특별시 영등포구 도림로 289 2층,303223,545174,,https://marustudycafe.modoo.at
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
다원포차,술집>포장마차,,경기도 안산시 단원구 와동 821-18,경기도 안산시 단원구 와동공원로 44,295427,526808,,
Amigga,"음식점>카페,디저트",02-704-6532,서울특별시 마포구 염리동 45,서울특별시 마포구 숭문길 98,307108,550300,,
피자이탈리 양주고읍점,음식점>양식>피자,0504-0999-0950,경기도 양주시 광사동 657,경기도 양주시 고읍남로 23,319068,577196,,http://www.odr.kr/M9Ze80
,,,,,,,,
글로리식당,음식점>한식,,서울특별시 송파구 송파동 85-12,서울특별시 송파구 백제고분로42길 4-13 102호,321408,545194,,http://www.instagram.com/glory_sikdang/
경복대학교 남양주캠퍼스창조관,전문대학>부속건물,,경기도 남양주시 진접읍 금곡리 383,경기도 남양주시 진접읍 경복대로 425-17 경복대학교,330705,570590,,
멕시카나치킨 평리점,"음식점>치킨,닭강정",,대구광역시 서구 평리동 1090-9,대구광역시 서구 국채보상로49길 9,450516,363683,,http://0535669992.bdp.kr
,,,,,,,,
경북도서관북카페,"음식점>카페,디저트",,경상북도 예천군 호명면 산합리 1498,경상북도 예천군 호명면 도청대로 200,443867,441618,,
97도씨해물칼국수 영종본점,"한식>칼국수,만두",032-751-0056,인천광역시 중구 중산동 1938-6,인천광역시 중구 영종진광장로 39 오션테라스 1층,274508,544612,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
이화만두,분식>만두,02-455-3486,서울특별시 광진구 능동 282-3,서울특별시 광진구 능동로 278-1 이화만두,318776,550679,,https://instagram.com/ewhamandu
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
슬비밥상,음식점>한식,031-215-3785,경기도 수원시 영통구 매탄동 130-11,경기도 수원시 영통구 동수원로514번길 11,315694,519375,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
앤치킨,"음식점>치킨,닭강정",031-411-1511,경기도 안산시 단원구 고잔동 773-1,"경기도 안산시 단원구 광덕2로 194-4 104,105호",296640,523675,,
,,,,,,,,
,,,,,,,,
수원축산농협금융본점,"금융,보험>신용조합",,경기도 수원시 팔달구 인계동 1124-5,경기도 수원시 팔달구 효원로 289,314461,518192,,http://www.lico.co.kr/
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
어랑주막,"한식>전,빈대떡",,서울특별시 금천구 독산동 965-10,서울특별시 금천구 시흥대로152길 30 1층 어랑주막,302969,542199,,
GS25 광주고은점,"생활,편의>편의점",031-797-5910,경기도 광주시 초월읍 신월리 446-5,경기도 광주시 초월읍 산수로 517,338979,534099,,http://gs25.gsretail.com/
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
불교회관주차장,"교통,운수>주차장",,부산광역시 부산진구 양정동 393-12,부산광역시 부산진구 중앙대로 913,497632,286415,,
,,,,,,,,
,,,,,,,,
원이국수,음식점>한식,053-767-4869,대구광역시 수성구 황금동 754-4,대구광역시 수성구 들안로 198,455935,361033,,
대한감자탕,한식>감자탕,051-702-9992,부산광역시 해운대구 좌동 1480-1 조일프라자 105호,부산광역시 해운대구 양운로42번길 20 조일프라자 105호,507441,286161,,https://welcometodongmakgol.modoo.at
,,,,,,,,
보그룸소주방,술집>단란주점,062-973-6060,광주광역시 광산구 월계동 878-6 3층,광주광역시 광산구 임방울대로800번길 39 3층,295156,291355,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
회나무길식당,음식점>한식,02-792-0789,서울특별시 용산구 이태원동 210-58,서울특별시 용산구 회나무로32길 14 1층,311201,549090,,
시즌테이블,"이탈리아음식>스파게티,파스타전문",02-353-9222,서울특별시 은평구 진관동 73,서울특별시 은평구 진관2로 15-8 웅신 미켈란의아침 상가 110호 시즌테이블,304824,559783,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
몸애존짜장 방학점,중식>중식당,,서울특별시 도봉구 방학동 633-1,서울특별시 도봉구 도당로13길 20,315099,563033,,
,,,,,,,,
광장생아구탕,"한식>아귀찜,해물찜",053-556-6688,대구광역시 서구 내당동 221-7,대구광역시 서구 서대구로 6,450578,362235,,http://gwangjangpig.cityfood.co.kr
,,,,,,,,
공부인스터디카페 광주신창센터,"서비스,산업>장소대여",062-955-5850,광주광역시 광산구 신창동 1131-4 2층,광주광역시 광산구 신창로 130 2층,294458,289262,,http://www.gongbuin.com
카앤피플 부산남구3호점,세차>스팀세차,,부산광역시 남구 대연동 1172-130,부산광역시 남구 전선등로61번길 49,499313,281353,,https://carnpeople.co.kr/kyg7730
,,,,,,,,
,,,,,,,,
버거킹 서대문역점,양식>햄버거,,서울특별시 중구 순화동 215 바비엥3 1층 104호,서울특별시 중구 통일로 86,309150,551713,,
두리테크하수구뚫음변기막힘설비,"건설업>배관,냉난방공사",02-6374-0046,서울특별시 송파구 거여동 290,서울특별시 송파구 양산로8길 8,324560,543585,,https://songpahasugu.modoo.at
,,,,,,,,
,,,,,,,,
더누들카페,분식>라면,,세종특별자치시 조치원읍 교리 14-18 1층,세종특별자치시 조치원읍 새내로 131 1층,337345,444961,,
,,,,,,,,
,,,,,,,,
수찬이네왕새우,분식>종합분식,032-761-1010,인천광역시 중구 내동 212-9 1층,인천광역시 중구 우현로49번길 20-2 1층,278777,541956,,
,,,,,,,,
더준피부과의원,"병원,의원>피부과",031-211-0079,경기도 수원시 영통구 원천동 589 광교중흥에스클래스 2층,경기도 수원시 영통구 광교호수공원로 277 광교 중흥S클래스상가 2층,316503,520720,,http://thejunskin.com
,,,,,,,,
,,,,,,,,
,,,,,,,,
키즈톡톡아동발달센터,"협회,단체>치료,재활",031-719-7898,경기도 광주시 오포읍 신현리 362-3,경기도 광주시 오포읍 문형산길 27 2층 202호,325968,529076,,
,,,,,,,,
보배네식당,"한식>백반,가정식",031-856-4416,경기도 의정부시 의정부동 31-7 지상 1층,경기도 의정부시 태평로100번길 23 지상 1층,316733,571435,,http://beancurdtaste.modoo.at/
신신면옥,한식>냉면,032-433-1701,인천광역시 미추홀구 주안동 46-1,인천광역시 미추홀구 주안로 219,284675,540970,,
고래식당 군포당동점,"한식>해물,생선요리",031-399-6092,경기도 군포시 당동 921-3,경기도 군포시 고산로 260,306625,527716,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
JH프라자,"시설,건물>기업,빌딩",,경기도 김포시 양촌읍 학운리 3782,경기도 김포시 양촌읍 황금로274번길 4,277033,557617,,
맵겠쮸,음식점>한식,042-535-3792,대전광역시 서구 도마동 108-6 1층,대전광역시 서구 도솔로 89 1층,343919,413289,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
리프커피,"카페,디저트>카페",,서울특별시 중구 신당동 355-4,서울특별시 중구 동호로 195-15,312678,550772,,https://www.instagram.com/leaf_coffe.e/
,,,,,,,,
,,,,,,,,
비스트로네모,"이탈리아음식>스파게티,파스타전문",,인천광역시 연수구 송도동 149,인천광역시 연수구 송도과학로27번길 55 c동 118호,281989,532509,,
,,,,,,,,
,,,,,,,,
스틱 전자담배,제조업>전자담배,,서울특별시 강남구 대치동 930-16,서울특별시 강남구 삼성로63길 16 1층 스틱,316984,544610,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
파리바게뜨 영종현대,"카페,디저트>베이커리",032-746-0707,인천광역시 중구 중산동 1885-1,인천광역시 중구 하늘별빛로65번길 7-4,273168,543939,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
푸라닭 부산구서점,"음식점>치킨,닭강정",051-513-9206,부산광역시 금정구 구서동 775-8,부산광역시 금정구 금강로 467 1층,499215,295001,,http://www.puradak.com
,,,,,,,,
쉐프윤찹쌀꽈배기고로케 천호점,"카페,디저트>베이커리",02-478-1005,서울특별시 강동구 천호동 297-10,서울특별시 강동구 구천면로 275 1층 102호,323557,549531,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
서울관악지역자활센터,"사회,복지",02-867-8381,서울특별시 관악구 신원동 1631-19 평희빌딩 5층,서울특별시 관악구 문성로 236 평희빌딩,305536,542397,,http://www.iska.or.kr/
,,,,,,,,
,,,,,,,,
60계 치킨 세종새롬점,"음식점>치킨,닭강정",044-865-6079,세종특별자치시 새롬동 산19,세종특별자치시 새롬중앙로 62-15 134~135호,333106,432061,,http://www.60chicken.co.kr
아소중기,"임대,대여>중장비",,경기도 수원시 팔달구 인계동 1040-9,경기도 수원시 팔달구 인계로124번길 37,314223,518658,,http://아소중기.com
선식당 동탄점,음식점>양식,031-8015-1999,경기도 화성시 반송동 113-8,경기도 화성시 노작로4길 22-2 1층,318307,511066,,https://blog.naver.com/sun_dongtan/
,,,,,,,,
,,,,,,,,
,,,,,,,,
땅스부대찌개 경북구미점,"한식>찌개,전골",054-456-8599,경상북도 구미시 고아읍 문성리 1402,경상북도 구미시 고아읍 들성로 218 중앙상가,431186,395629,,
,,,,,,,,
야미마라탕 용인점,중식>중식당,031-337-0068,경기도 용인시 처인구 모현읍 왕산리 506-7 대종빌딩 1층,경기도 용인시 처인구 모현읍 외대로26번길 2 대종빌딩 1층,333928,526299,,
CGV 서면삼정타워,"문화,예술>영화관",1544-1122,부산광역시 부산진구 부전동 227-2,부산광역시 부산진구 중앙대로 672 서면피에스타 11층(부전동),496739,284312,,http://www.cgv.co.kr
,,,,,,,,
마초회관,"한식>육류,고기요리",,인천광역시 서구 가정동 611-3,인천광역시 서구 염곡로498번안길 6 마초회관,282624,548236,,https://macho8393.modoo.at
,,,,,,,,
소담식당,음식점>한식,,강원도 춘천시 후평동 706-11,강원도 춘천시 춘천로309번길 9,377909,586676,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
동그라미 아지트,"음식점>카페,디저트",,경기도 용인시 처인구 이동읍 송전리 685-5 1층,경기도 용인시 처인구 이동읍 경기동로 694 1층,328865,504482,,http://www.instagram.com/dgrm_agit
,,,,,,,,
공부인스터디카페 대구칠곡운암센터,"서비스,산업>장소대여",053-314-0076,대구광역시 북구 동천동 878-4 5층,대구광역시 북구 구암로 143 5층 공부인스터디카페,450412,370366,,https://m.blog.naver.com/studycafeunam
,,,,,,,,
아마스빈 광주전남대점,"카페,디저트>카페",062-262-0808,광주광역시 북구 용봉동 160-1,광주광역시 북구 우치로 100,301148,286929,,http://amasvin.com/
,,,,,,,,
,,,,,,,,
,,,,,,,,
그린몰의원,"병원,의원>내과",02-517-9122,서울특별시 강남구 신사동 501-2 7층,서울특별시 강남구 도산대로 107 7층,313577,546522,,https://biogreenmall.modoo.at
,,,,,,,,
이도곰탕 본점,"한식>곰탕,설렁탕",02-569-0524,서울특별시 강남구 역삼동 671-17,서울특별시 강남구 논현로94길 29-5,315179,545014,,
,,,,,,,,
,,,,,,,,
세븐일레븐 대전성남점,"생활,편의>편의점",,대전광역시 동구 성남동 157-9,대전광역시 동구 동서대로1572번길 157,349347,415830,,http://www.7-eleven.co.kr
,,,,,,,,
라이브스낵,분식>종합분식,02-453-5588,서울특별시 광진구 자양동 615-35,서울특별시 광진구 뚝섬로49길 7 1층,318755,548245,,
,,,,,,,,
,,,,,,,,
큰사랑주야간복지센터,"사회,복지>재가노인요양센터",032-746-0884,인천광역시 중구 운남동 348-1,인천광역시 중구 운남동로 38-28 1층 (운남동),270694,544187,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
줄라이플라워아트,"생활,편의>꽃집,꽃배달",053-242-7058,대구광역시 수성구 황금동 818-11,대구광역시 수성구 들안로28길 11,455993,360461,,http://www.instagram.com/july.flowerart
달달,"카페,디저트>카페",,경기도 수원시 권선구 세류동 1119-19,경기도 수원시 권선구 경수대로277번길 17,313128,517148,,
현아미용실,"생활,편의>미용실",02-977-8984,서울특별시 노원구 공릉동 556-6,서울특별시 노원구 동일로182길 37-10,318649,558341,,
대상라인,반려동물>반려동물분양,02-744-4505,서울특별시 종로구 창신동 436-64,서울특별시 종로구 청계천로 331 대상라인,313160,552447,,https://instagram.com/daesang_line?igshid=1ki5f67fnhud9
,,,,,,,,
,,,,,,,,
,,,,,,,,
파스쿠찌 대구황금점,"카페,디저트>카페",053-766-8497,대구광역시 수성구 두산동 94-2,대구광역시 수성구 청수로 130,456418,360144,,
,,,,,,,,
언니동생디저트,"카페,디저트>베이커리",,경기도 부천시 심곡동 432-17,경기도 부천시 신흥로96번길 47 1층,292374,544018,,http://www.instagram.com/sister_dessert_
설빙 인천영종도점,"카페,디저트>빙수",032-433-1111,인천광역시 중구 중산동 1874-8,인천광역시 중구 하늘달빛로64번길 6-3,272888,543598,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
유유식당,음식점>퓨전음식,031-795-0799,경기도 하남시 망월동 1127,경기도 하남시 미사강변한강로 270-1 1층 1-128호,329188,551654,,
알파텍,"쇼핑,유통>과학기기,장비",051-505-0159,부산광역시 동래구 사직1동 53-3,부산광역시 동래구 석사로 43,497063,289571,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
진수네식당,음식점>한식,,광주광역시 남구 주월동 974-129,광주광역시 남구 회재로1231번길 20-2,299436,282414,,
무실한식뷔페,음식점>한식뷔페,033-732-0387,강원도 원주시 무실동 1731-8 1층,강원도 원주시 만대공원길 18-7 1층,393831,526265,,http://instagram.com/moosil_hansikbuffet
제주에코워시,세차>스팀세차,,제주특별자치도 서귀포시 대포동 1535-3,제주특별자치도 서귀포시 대포중앙로 63,254124,73366,,http://pf.kakao.com/_xehTyT
이디야커피 간석역점,"카페,디저트>카페",032-432-9269,인천광역시 미추홀구 주안동 46-1,인천광역시 미추홀구 주안로 219,284704,541005,,http://www.ediya.com/
명장숲속교실,교습학원>공부방,,부산광역시 동래구 명장동 431,부산광역시 동래구 명장로 65,501036,290163,,http://blog.naver.com/sherpamyeongjang
투빈카롱 마카롱연구소,"카페,디저트>베이커리",,경기도 남양주시 호평동 264-5,경기도 남양주시 천마산로12번길 10 연진빌,333938,562462,,http://twobeancaron.com/
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
쌍다리돼지불백 동천U타워점,"육류,고기요리>돼지고기구이",031-263-9289,경기도 용인시 수지구 동천동 899 A동 234호,경기도 용인시 수지구 신수로 767 A동 234호,320600,526694,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
파리바게뜨 장현점,"카페,디저트>베이커리",031-572-5399,경기도 남양주시 진접읍 장현리 644-8,경기도 남양주시 진접읍 장현로 65,327925,568579,,http://www.paris.co.kr/
,,,,,,,,
강정계대식당,"한식>육류,고기요리",053-585-4846,대구광역시 달서구 호산동 373-9,대구광역시 달서구 호산동로35길 49,443813,361295,,
,,,,,,,,
두근돼지 김치찜,음식점>한식,,부산광역시 금정구 부곡동 977,부산광역시 금정구 부곡로42번길 25,499365,291770,,
,,,,,,,,
앤하우스,"전문,기술서비스>인테리어디자인",,울산광역시 남구 삼산동 180-10,울산광역시 남구 정동로118번길 26 앤하우스,522369,327995,,http://blog.naver.com/samsan1462
골프존파크 남양스카이점,스포츠시설>스크린골프장,031-356-5000,경기도 화성시 남양읍 남양리 1373-8,경기도 화성시 남양읍 남양성지로 217,295952,513035,,http://tennisprokim.modoo.at
,,,,,,,,
안심축산물센터은행점,"쇼핑,유통>정육점",031-746-3343,경기도 성남시 중원구 은행동 2392,경기도 성남시 중원구 자혜로 79,326609,539150,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
뽕림이네,음식점>한식,031-234-7676,경기도 화성시 안녕동 37-2,경기도 화성시 화산서길18번길 25-1 1층,312630,511950,,
몬스터잼,슬라임카페,,서울특별시 마포구 서교동 340-5,서울특별시 마포구 와우산로27길 35 제너럴빌딩 302호,305341,550801,,http://instagram.com/mmonsterjamm
,,,,,,,,
SIM명상센터,"스포츠,레크레이션학원>요가,명상",02-518-1209,서울특별시 강남구 신사동 566,서울특별시 강남구 논현로159길 27 다우빌딩 6층,314096,547169,,http://simmind.net/
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
달빛흘러간자리,"음식점>카페,디저트",,서울특별시 용산구 용산동2가 1-63,서울특별시 용산구 소월로20길 26-16 1층,310515,549700,,http://instagram.com/p.dohha
,,,,,,,,
,,,,,,,,
,,,,,,,,
공장식당,음식점>뷔페,032-512-7113,인천광역시 남동구 간석동 1-411,인천광역시 남동구 만월북로44번길 8-5,286884,541722,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
맛닭꼬 아차산점,"음식점>치킨,닭강정",02-3437-3392,서울특별시 광진구 구의동 52-1,서울특별시 광진구 천호대로129길 22,319864,550447,,http://www.mdcco.co.kr
동달식당 판교점,한식>돼지고기구이,031-724-2700,경기도 성남시 분당구 삼평동 670,경기도 성남시 분당구 대왕판교로 660 3층,321104,533521,,https://dongdalpangyo.modoo.at
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
대박함바식당,음식점>한식,033-264-1250,강원도 춘천시 동내면 학곡리 417,강원도 춘천시 동내면 영서로 1860-8,379040,582223,,
,,,,,,,,
,,,,,,,,
막창도둑 동촌점,"한식>곱창,막창,양",053-958-8892,대구광역시 동구 효목동 1255-1,대구광역시 동구 효동로6길 21,458835,364765,,
,,,,,,,,
작은언니네식당,음식점>한식,032-932-2884,인천광역시 강화군 내가면 외포리 546-2,인천광역시 강화군 내가면 중앙로 1310,257286,567827,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
디자인움,전문디자인>시각디자인,032-577-1369,인천광역시 동구 송림동 294,인천광역시 동구 방축로83번길 23 인천산업용품유통단지 24동 222호,281242,543488,,http://www.designwoom.com/
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
